id,latitude,longitude,severity_score,road_name,type,region
366,29.0161,73.663,8.3,Mall Road,ROAD_WORKS,Pakistan
367,26.6695,74.9675,2.9,Ring Road,ROAD_WORKS,London
368,31.1229,67.9815,9.2,Peshawar Rd,TRAFFIC_JAM,Pakistan
369,36.4002,68.7382,3.5,Mall Road,ROAD_WORKS,London
370,32.4228,71.8691,4.6,Shahrah-e-Faisal,TRAFFIC_JAM,Pakistan
371,36.6424,70.7208,7.5,Ring Road,TRAFFIC_JAM,Pakistan
372,31.338,70.5123,1.7,Shahrah-e-Faisal,TRAFFIC_JAM,Pakistan
373,30.4664,70.7975,1.6,M-2 Motorway,ACCIDENT,London
374,30.1078,68.1444,3.6,M-2 Motorway,ROAD_CLOSURE,London
375,30.0771,73.7966,1.6,Mall Road,ROAD_WORKS,London
376,26.2649,68.142,3.4,Ring Road,ACCIDENT,Pakistan
377,36.5783,72.8328,7.6,M-2 Motorway,ROAD_CLOSURE,London
378,35.1013,68.5633,4.1,M-2 Motorway,ROAD_CLOSURE,Pakistan
379,35.5112,68.8815,6.6,Shahrah-e-Faisal,ROAD_CLOSURE,Pakistan
380,34.1663,73.1163,4.0,M-2 Motorway,ACCIDENT,Pakistan
381,36.4011,71.3792,8.7,GT Road,TRAFFIC_JAM,Pakistan
382,31.3958,73.9507,7.6,Ring Road,ACCIDENT,Pakistan
383,27.7461,72.9592,7.2,M-2 Motorway,ROAD_WORKS,London
384,29.0374,71.5167,3.7,GT Road,ACCIDENT,Pakistan
385,25.412,70.8935,9.8,Ring Road,ROAD_CLOSURE,Pakistan
386,30.678,74.0622,8.5,Mall Road,ACCIDENT,Pakistan
387,34.001,74.185,5.2,Shahrah-e-Faisal,ROAD_CLOSURE,Pakistan
388,32.7122,69.5197,1.4,Ring Road,ACCIDENT,Pakistan
389,25.7391,68.1341,7.0,Mall Road,ROAD_CLOSURE,Pakistan
390,32.9583,67.8793,3.5,Mall Road,ROAD_CLOSURE,Pakistan
391,24.179,74.5754,8.6,Peshawar Rd,TRAFFIC_JAM,London
392,33.4929,68.7889,2.3,Peshawar Rd,TRAFFIC_JAM,London
393,25.4576,73.1921,9.0,Mall Road,ACCIDENT,Pakistan
394,34.9059,69.5545,8.0,Shahrah-e-Faisal,ROAD_CLOSURE,London
395,29.5987,68.9637,9.2,Mall Road,ROAD_CLOSURE,Pakistan
396,24.4107,72.8046,6.6,Peshawar Rd,ROAD_WORKS,London
397,29.5002,67.8416,4.6,M-2 Motorway,ROAD_WORKS,London
398,26.9927,70.1871,6.5,GT Road,TRAFFIC_JAM,Pakistan
399,26.4358,73.1491,3.6,M-2 Motorway,ROAD_CLOSURE,Pakistan
400,36.2233,68.2458,3.4,Peshawar Rd,ROAD_WORKS,London
401,33.923,73.27,1.5,Ring Road,ROAD_CLOSURE,Pakistan
402,26.7141,73.568,1.2,Shahrah-e-Faisal,TRAFFIC_JAM,London
403,28.1899,74.4037,3.8,M-2 Motorway,ACCIDENT,Pakistan
404,29.5455,71.8752,4.0,M-2 Motorway,TRAFFIC_JAM,Pakistan
405,27.8277,70.8419,8.7,GT Road,ROAD_WORKS,London
406,32.4919,69.4456,8.4,M-2 Motorway,ROAD_CLOSURE,London
407,32.2279,74.277,4.7,Mall Road,ACCIDENT,London
408,34.2132,71.3475,2.9,M-2 Motorway,ROAD_CLOSURE,London
409,30.9308,72.691,3.8,M-2 Motorway,ROAD_WORKS,Pakistan
410,35.5931,73.2934,8.9,Ring Road,ROAD_WORKS,London
411,30.5553,72.2539,1.3,GT Road,ROAD_WORKS,Pakistan
412,25.5588,72.1207,2.4,Mall Road,ROAD_WORKS,London
413,26.1,71.9429,3.4,Mall Road,TRAFFIC_JAM,Pakistan
414,25.6593,74.1505,8.7,GT Road,ROAD_CLOSURE,London
415,32.3034,71.1956,6.3,Shahrah-e-Faisal,TRAFFIC_JAM,London
416,24.447,67.5188,8.0,M-2 Motorway,ROAD_CLOSURE,London
417,29.5467,70.9796,2.2,M-2 Motorway,TRAFFIC_JAM,Pakistan
418,25.7621,69.3372,1.4,M-2 Motorway,ROAD_CLOSURE,Pakistan
419,27.0337,68.7414,7.1,GT Road,TRAFFIC_JAM,Pakistan
420,28.2391,72.9982,1.2,Mall Road,TRAFFIC_JAM,Pakistan
421,25.6664,67.8767,3.4,M-2 Motorway,ACCIDENT,Pakistan
422,24.6391,71.4296,5.3,Ring Road,TRAFFIC_JAM,Pakistan
423,36.5433,68.2703,3.5,Shahrah-e-Faisal,ROAD_CLOSURE,London
424,35.4851,67.2906,1.7,GT Road,ACCIDENT,Pakistan
425,34.6745,67.7197,5.1,Shahrah-e-Faisal,ROAD_WORKS,London
426,33.8471,74.3876,1.5,Peshawar Rd,ROAD_WORKS,Pakistan
427,31.7657,68.896,1.2,Peshawar Rd,TRAFFIC_JAM,Pakistan
428,27.5154,70.0434,3.3,Ring Road,ROAD_CLOSURE,Pakistan
429,30.3501,68.9408,1.5,M-2 Motorway,TRAFFIC_JAM,Pakistan
430,35.5852,69.1689,6.1,Peshawar Rd,ACCIDENT,Pakistan
431,36.5301,72.161,3.1,Ring Road,ROAD_WORKS,London
432,32.9532,68.8238,8.3,Shahrah-e-Faisal,ACCIDENT,London
433,25.8614,67.0736,7.6,Ring Road,ROAD_WORKS,London
434,32.4101,73.7342,5.8,GT Road,ROAD_WORKS,Pakistan
435,32.2578,72.8945,3.7,Ring Road,ROAD_WORKS,Pakistan
436,26.8064,70.6181,3.6,Mall Road,ACCIDENT,Pakistan
437,26.267,69.6199,9.8,Mall Road,ACCIDENT,Pakistan
438,31.7027,69.8633,7.9,Mall Road,TRAFFIC_JAM,London
439,31.198,68.3077,5.2,Mall Road,ACCIDENT,London
440,27.7645,68.7479,8.3,GT Road,ROAD_CLOSURE,Pakistan
441,28.4067,71.1068,2.8,Mall Road,TRAFFIC_JAM,London
442,33.322,74.3346,6.2,Shahrah-e-Faisal,TRAFFIC_JAM,Pakistan
443,25.7476,70.4955,7.3,Shahrah-e-Faisal,TRAFFIC_JAM,Pakistan
444,25.3731,68.8113,4.6,Ring Road,TRAFFIC_JAM,Pakistan
445,36.7797,73.6248,9.8,Mall Road,TRAFFIC_JAM,London
446,29.3246,67.5892,2.2,M-2 Motorway,TRAFFIC_JAM,Pakistan
447,32.0059,67.0882,2.6,M-2 Motorway,ROAD_CLOSURE,London
448,29.9636,74.4239,3.9,M-2 Motorway,ROAD_CLOSURE,Pakistan
449,36.235,68.1069,7.6,Ring Road,ACCIDENT,London
450,28.3508,72.0362,2.3,Peshawar Rd,ROAD_CLOSURE,Pakistan
451,27.1127,69.1899,2.1,Peshawar Rd,ROAD_CLOSURE,Pakistan
452,32.7363,71.2996,8.9,GT Road,ACCIDENT,Pakistan
453,25.1314,74.867,4.1,M-2 Motorway,ROAD_WORKS,London
454,31.9778,69.7181,3.8,GT Road,TRAFFIC_JAM,London
455,35.711,74.9289,4.8,Ring Road,ROAD_CLOSURE,Pakistan
456,35.6399,67.1819,7.2,GT Road,TRAFFIC_JAM,London
457,34.9945,67.2729,7.4,Ring Road,ACCIDENT,London
458,28.8125,69.4182,3.2,Ring Road,ROAD_WORKS,Pakistan
459,33.6153,73.9062,7.6,Shahrah-e-Faisal,ROAD_WORKS,London
460,33.0257,71.9122,9.8,Shahrah-e-Faisal,ACCIDENT,London
461,33.4783,72.7284,2.2,Mall Road,ROAD_CLOSURE,London
462,31.6639,70.6291,4.7,Mall Road,TRAFFIC_JAM,Pakistan
463,32.9073,69.1368,8.3,GT Road,ROAD_CLOSURE,Pakistan
464,28.2166,67.3083,4.4,Peshawar Rd,ROAD_CLOSURE,Pakistan
465,34.4727,71.6804,1.6,M-2 Motorway,ROAD_WORKS,Pakistan
466,26.0094,72.3535,3.6,M-2 Motorway,ROAD_CLOSURE,London
467,29.8123,68.1555,5.0,Mall Road,ROAD_WORKS,Pakistan
468,32.9003,67.8602,6.1,M-2 Motorway,ROAD_CLOSURE,Pakistan
469,34.01,68.0629,3.6,Peshawar Rd,TRAFFIC_JAM,Pakistan
470,34.0922,71.5284,6.6,M-2 Motorway,ROAD_WORKS,Pakistan
471,30.8422,70.3262,3.1,Peshawar Rd,ACCIDENT,London
472,33.8965,70.9463,4.7,M-2 Motorway,ROAD_CLOSURE,London
473,26.4361,70.0851,1.7,GT Road,ROAD_WORKS,Pakistan
474,36.8606,67.842,6.4,Ring Road,ROAD_CLOSURE,London
475,24.6597,74.4727,5.3,M-2 Motorway,ACCIDENT,Pakistan
476,26.7148,70.937,4.3,Mall Road,ACCIDENT,Pakistan
477,29.9097,73.7785,9.3,Ring Road,ROAD_WORKS,London
478,27.3339,74.4695,6.6,GT Road,ROAD_CLOSURE,London
479,31.7059,71.6363,8.7,Mall Road,ROAD_CLOSURE,London
480,35.8657,73.9714,1.0,Shahrah-e-Faisal,ROAD_WORKS,Pakistan
481,25.1275,73.253,8.0,Ring Road,ROAD_WORKS,London
482,35.3692,73.8268,9.0,Shahrah-e-Faisal,ROAD_CLOSURE,London
483,34.3661,69.5458,5.6,GT Road,TRAFFIC_JAM,Pakistan
484,34.1868,70.8996,8.7,Mall Road,ROAD_CLOSURE,Pakistan
485,24.4016,70.9347,5.9,Ring Road,ACCIDENT,Pakistan
486,35.2912,70.1615,2.9,GT Road,ROAD_CLOSURE,London
487,32.8015,67.3564,4.0,GT Road,ACCIDENT,London
488,26.5837,69.7107,5.2,GT Road,ROAD_WORKS,Pakistan
489,34.6226,72.6378,8.7,M-2 Motorway,ROAD_WORKS,Pakistan
490,31.657,69.5582,5.3,M-2 Motorway,ROAD_CLOSURE,London
491,27.1885,69.7022,1.8,Mall Road,ACCIDENT,Pakistan
492,27.9087,69.5213,2.3,M-2 Motorway,TRAFFIC_JAM,London
493,36.5334,72.422,1.6,GT Road,ROAD_WORKS,London
494,25.1733,69.1747,7.0,M-2 Motorway,ROAD_CLOSURE,London
495,26.3023,73.8344,4.4,Peshawar Rd,TRAFFIC_JAM,Pakistan
496,36.4157,69.5825,6.3,GT Road,ACCIDENT,Pakistan
497,24.9159,68.0593,8.0,Mall Road,ACCIDENT,London
498,32.2988,71.8899,9.2,Shahrah-e-Faisal,ROAD_CLOSURE,London
499,25.7629,71.2582,8.2,Shahrah-e-Faisal,ROAD_WORKS,London
500,31.4161,70.1055,9.6,M-2 Motorway,ROAD_CLOSURE,London
501,24.2061,69.7816,5.9,Mall Road,ACCIDENT,Pakistan
502,34.5723,72.4203,9.6,Ring Road,ROAD_CLOSURE,Pakistan
503,30.8514,68.0836,3.5,GT Road,ROAD_CLOSURE,London
504,28.9653,74.1219,1.4,Shahrah-e-Faisal,ACCIDENT,Pakistan
505,25.9383,67.6544,1.4,Mall Road,ROAD_WORKS,London
506,36.2892,67.7267,2.3,Ring Road,ACCIDENT,London
507,33.8423,73.6175,8.4,GT Road,TRAFFIC_JAM,Pakistan
508,32.6496,74.9725,5.5,M-2 Motorway,ACCIDENT,Pakistan
509,32.6488,73.4598,4.5,Ring Road,ROAD_WORKS,Pakistan
510,36.2757,70.6623,6.5,GT Road,TRAFFIC_JAM,London
511,30.2847,72.0884,5.7,GT Road,TRAFFIC_JAM,Pakistan
512,31.1031,70.7513,5.4,Mall Road,TRAFFIC_JAM,Pakistan
513,29.3017,68.7714,6.4,Mall Road,TRAFFIC_JAM,Pakistan
514,29.1274,72.4642,9.8,Peshawar Rd,ROAD_WORKS,London
515,31.0097,69.8209,2.1,GT Road,ROAD_CLOSURE,Pakistan
516,29.4395,69.7867,2.5,Peshawar Rd,ROAD_CLOSURE,Pakistan
517,29.4136,70.0377,10.0,Ring Road,ROAD_CLOSURE,Pakistan
518,32.8337,71.4955,1.2,Peshawar Rd,TRAFFIC_JAM,Pakistan
519,35.0916,68.8691,5.8,Shahrah-e-Faisal,ACCIDENT,Pakistan
520,26.8548,73.8939,2.3,M-2 Motorway,ROAD_CLOSURE,London
521,28.6105,70.9265,2.1,Peshawar Rd,TRAFFIC_JAM,Pakistan
522,24.0672,74.113,2.6,Peshawar Rd,ROAD_WORKS,Pakistan
523,27.0281,67.6561,6.0,Mall Road,ACCIDENT,London
524,35.8569,70.0596,1.2,Mall Road,ROAD_WORKS,Pakistan
525,32.4831,67.2465,7.7,Ring Road,ACCIDENT,Pakistan
526,30.0099,73.1037,5.7,Mall Road,ROAD_CLOSURE,London
527,31.3841,71.5195,8.0,Ring Road,ACCIDENT,Pakistan
528,32.7633,67.4486,7.7,Mall Road,ACCIDENT,London
529,25.5871,73.8434,4.2,GT Road,ACCIDENT,London
530,30.1057,74.475,7.4,Shahrah-e-Faisal,ROAD_CLOSURE,Pakistan
531,24.449,70.5407,9.1,Ring Road,ROAD_WORKS,London
532,25.9108,69.8072,8.5,Mall Road,ROAD_CLOSURE,Pakistan
533,30.4154,68.5785,7.5,GT Road,ROAD_WORKS,London
534,31.0148,71.887,9.3,M-2 Motorway,ROAD_WORKS,Pakistan
535,32.6555,69.6115,6.7,Ring Road,ROAD_CLOSURE,Pakistan
536,35.291,71.1552,3.5,Shahrah-e-Faisal,ROAD_WORKS,Pakistan
537,25.2493,67.6042,6.5,GT Road,TRAFFIC_JAM,London
538,27.8821,72.7185,9.8,Ring Road,TRAFFIC_JAM,London
539,32.6248,71.4056,7.5,M-2 Motorway,ACCIDENT,London
540,25.3914,68.0633,4.3,M-2 Motorway,TRAFFIC_JAM,Pakistan
541,25.8862,67.5479,6.3,M-2 Motorway,ROAD_CLOSURE,Pakistan
542,34.6235,74.1824,1.5,Ring Road,ROAD_WORKS,Pakistan
543,28.9493,69.9997,4.6,Peshawar Rd,ROAD_WORKS,London
544,24.8633,67.3073,3.9,Shahrah-e-Faisal,ROAD_CLOSURE,London
545,28.0256,67.7988,7.0,Ring Road,TRAFFIC_JAM,Pakistan
546,31.752,72.7811,4.0,M-2 Motorway,ROAD_CLOSURE,London
547,32.8806,69.4439,4.2,M-2 Motorway,ROAD_WORKS,Pakistan
548,28.4462,70.7338,5.6,Peshawar Rd,ROAD_WORKS,London
549,25.5391,69.2588,7.6,M-2 Motorway,TRAFFIC_JAM,Pakistan
550,32.6769,72.4202,7.4,M-2 Motorway,ROAD_CLOSURE,Pakistan
551,26.0567,73.1344,2.1,Ring Road,TRAFFIC_JAM,London
552,30.2071,69.0585,1.4,Ring Road,ROAD_WORKS,Pakistan
553,35.0674,72.5751,9.7,GT Road,ACCIDENT,London
554,31.5947,73.569,1.0,M-2 Motorway,ROAD_WORKS,Pakistan
555,36.0112,71.4812,2.2,Mall Road,ROAD_WORKS,Pakistan
556,29.0085,68.7956,3.1,Peshawar Rd,ROAD_WORKS,Pakistan
557,32.8752,69.581,1.6,Ring Road,ROAD_WORKS,London
558,33.0402,67.6186,3.2,M-2 Motorway,ACCIDENT,Pakistan
559,27.4785,68.2859,3.9,Ring Road,TRAFFIC_JAM,London
560,36.6149,72.887,1.4,Peshawar Rd,ACCIDENT,London
561,26.2544,74.6357,9.5,Mall Road,ROAD_WORKS,Pakistan
562,30.8787,73.4783,4.6,Mall Road,ROAD_CLOSURE,London
563,25.6506,71.0153,2.2,M-2 Motorway,TRAFFIC_JAM,Pakistan
564,30.0632,72.5854,4.3,M-2 Motorway,ACCIDENT,Pakistan
565,27.1396,72.8777,4.7,Ring Road,TRAFFIC_JAM,London
566,25.3708,68.5708,8.5,Ring Road,ACCIDENT,Pakistan
567,24.5005,69.1815,9.2,GT Road,ROAD_WORKS,Pakistan
568,27.7464,73.6035,4.9,M-2 Motorway,ACCIDENT,Pakistan
569,30.5309,71.4105,10.0,Peshawar Rd,ACCIDENT,Pakistan
570,27.7853,73.659,8.6,M-2 Motorway,TRAFFIC_JAM,Pakistan
571,33.4973,67.4464,4.0,Ring Road,TRAFFIC_JAM,Pakistan
572,30.6707,71.8681,2.7,Ring Road,ACCIDENT,Pakistan
573,36.3123,71.4731,5.7,Ring Road,ACCIDENT,Pakistan
574,28.3049,68.1829,7.7,M-2 Motorway,ROAD_WORKS,London
575,25.415,67.8862,4.4,Shahrah-e-Faisal,ROAD_CLOSURE,Pakistan
576,26.1109,68.7859,7.8,Mall Road,TRAFFIC_JAM,London
577,29.6972,72.3964,6.6,Ring Road,ROAD_CLOSURE,Pakistan
578,35.1367,68.9685,2.4,GT Road,ACCIDENT,London
579,27.1062,69.2742,1.9,Mall Road,ROAD_WORKS,London
580,36.7365,68.767,5.3,M-2 Motorway,ROAD_CLOSURE,London
581,35.2725,74.492,8.5,M-2 Motorway,ROAD_CLOSURE,Pakistan
582,36.147,74.0415,1.6,Mall Road,TRAFFIC_JAM,Pakistan
583,29.0133,72.4017,4.3,Peshawar Rd,ROAD_CLOSURE,London
584,34.9006,67.2096,4.7,Ring Road,TRAFFIC_JAM,London
585,31.105,70.3221,7.6,Peshawar Rd,TRAFFIC_JAM,Pakistan
586,27.7623,73.6358,7.9,Peshawar Rd,TRAFFIC_JAM,London
587,29.7069,67.2247,8.2,Mall Road,ROAD_WORKS,Pakistan
588,25.4087,73.113,7.0,Ring Road,ROAD_CLOSURE,London
589,29.0203,74.1579,9.8,Ring Road,TRAFFIC_JAM,Pakistan
590,36.416,70.4337,5.4,Peshawar Rd,ROAD_WORKS,Pakistan
591,26.5225,67.2009,3.1,GT Road,TRAFFIC_JAM,London
592,33.3186,67.2241,6.0,Ring Road,ACCIDENT,London
593,29.4271,67.81,3.6,M-2 Motorway,ROAD_CLOSURE,Pakistan
594,30.0298,67.3173,8.2,Ring Road,TRAFFIC_JAM,London
595,36.8783,71.2053,7.6,GT Road,ROAD_CLOSURE,London
596,24.0486,73.5019,9.4,Mall Road,TRAFFIC_JAM,London
597,30.4875,72.2415,5.7,M-2 Motorway,TRAFFIC_JAM,London
598,25.1564,74.3295,3.3,Ring Road,ROAD_WORKS,London
599,24.1526,68.1339,2.8,Mall Road,ACCIDENT,Pakistan
600,33.4862,74.8836,6.7,Ring Road,TRAFFIC_JAM,London
601,33.0711,69.3905,1.8,Peshawar Rd,TRAFFIC_JAM,London
602,32.7798,74.2342,9.0,GT Road,ROAD_WORKS,London
603,36.8479,73.0525,1.2,Peshawar Rd,TRAFFIC_JAM,Pakistan
604,25.8431,70.5527,3.8,Mall Road,ROAD_WORKS,London
605,27.6591,72.543,2.9,M-2 Motorway,ACCIDENT,London
606,30.8873,71.446,5.8,Mall Road,ROAD_WORKS,London
607,30.0496,70.4997,6.9,Peshawar Rd,TRAFFIC_JAM,London
608,34.8662,71.1943,7.1,Ring Road,ROAD_WORKS,London
609,34.4575,71.9285,1.8,Peshawar Rd,ROAD_WORKS,Pakistan
610,31.8637,74.6214,7.2,GT Road,ROAD_WORKS,Pakistan
611,25.7055,71.0734,8.5,Ring Road,ACCIDENT,London
612,30.6484,70.0946,5.2,Mall Road,ROAD_WORKS,Pakistan
613,24.756,73.4913,3.2,Mall Road,ACCIDENT,London
614,25.166,69.0168,2.3,GT Road,ACCIDENT,Pakistan
615,30.2267,68.9819,9.1,Mall Road,TRAFFIC_JAM,London
616,36.6699,74.2672,6.0,Shahrah-e-Faisal,ROAD_WORKS,Pakistan
617,33.6322,71.4023,5.4,M-2 Motorway,TRAFFIC_JAM,London
618,35.063,70.2278,6.3,Mall Road,TRAFFIC_JAM,London
619,36.9418,72.884,5.1,GT Road,ROAD_CLOSURE,Pakistan
620,35.2037,71.6924,6.8,Shahrah-e-Faisal,ROAD_CLOSURE,Pakistan
621,28.9554,69.9177,6.5,M-2 Motorway,TRAFFIC_JAM,Pakistan
622,30.1287,74.3545,4.6,Shahrah-e-Faisal,ROAD_CLOSURE,London
623,24.5821,67.7009,3.2,Ring Road,ACCIDENT,London
624,25.7681,74.9728,6.5,GT Road,ACCIDENT,London
625,25.3497,74.8046,2.8,Mall Road,ROAD_CLOSURE,London
626,32.5516,74.3979,8.4,Mall Road,TRAFFIC_JAM,London
627,27.5397,72.8537,8.9,GT Road,ROAD_WORKS,London
628,31.1716,73.6843,7.0,M-2 Motorway,ROAD_CLOSURE,Pakistan
629,29.1352,69.9862,9.1,Shahrah-e-Faisal,ACCIDENT,London
630,24.2108,68.0728,6.4,Ring Road,ROAD_WORKS,London
631,32.502,67.1177,7.9,Shahrah-e-Faisal,ROAD_CLOSURE,London
632,36.15,73.5946,4.3,Ring Road,ROAD_CLOSURE,Pakistan
633,33.3241,68.5451,7.3,Shahrah-e-Faisal,ROAD_CLOSURE,Pakistan
634,34.3806,67.5342,4.2,GT Road,ROAD_CLOSURE,London
635,32.7961,68.6248,5.9,GT Road,ROAD_WORKS,London
636,27.2932,73.8268,8.5,Shahrah-e-Faisal,ACCIDENT,Pakistan
637,24.954,71.9225,8.1,Ring Road,ROAD_CLOSURE,Pakistan
638,31.2714,71.5837,5.3,Mall Road,ROAD_CLOSURE,London
639,28.7581,74.7342,9.2,Ring Road,TRAFFIC_JAM,Pakistan
640,31.3552,73.5936,6.8,Ring Road,ROAD_WORKS,London
641,24.1155,74.8323,3.4,Peshawar Rd,TRAFFIC_JAM,Pakistan
642,33.9005,69.8437,3.7,Ring Road,ROAD_WORKS,London
643,32.9306,68.3341,7.9,GT Road,ACCIDENT,London
644,30.1114,71.0364,1.1,M-2 Motorway,ROAD_WORKS,Pakistan
645,34.3985,72.2739,5.1,Peshawar Rd,ROAD_CLOSURE,London
646,26.1767,70.8828,1.1,GT Road,ROAD_CLOSURE,Pakistan
647,36.222,71.9723,5.1,Shahrah-e-Faisal,TRAFFIC_JAM,Pakistan
648,31.226,72.0195,3.3,GT Road,ROAD_WORKS,London
649,25.915,69.896,2.9,M-2 Motorway,ACCIDENT,Pakistan
650,35.1864,70.27,4.2,Mall Road,ROAD_CLOSURE,London
651,29.7943,71.1235,7.5,Peshawar Rd,ROAD_WORKS,London
652,29.2447,74.2006,4.2,GT Road,ROAD_CLOSURE,London
653,36.3667,73.862,1.3,Shahrah-e-Faisal,ROAD_WORKS,Pakistan
654,26.5258,71.5912,4.4,Shahrah-e-Faisal,TRAFFIC_JAM,London
655,25.946,71.6186,9.6,Shahrah-e-Faisal,TRAFFIC_JAM,London
656,32.2662,67.8827,2.3,Peshawar Rd,ROAD_WORKS,Pakistan
657,36.5408,69.714,2.7,GT Road,ROAD_WORKS,Pakistan
658,27.2259,69.7761,7.8,Mall Road,ACCIDENT,Pakistan
659,30.9755,68.5894,5.3,GT Road,ACCIDENT,Pakistan
660,34.7618,69.4562,6.6,Mall Road,TRAFFIC_JAM,London
661,28.062,72.7351,5.8,Mall Road,TRAFFIC_JAM,London
662,27.6974,74.3316,4.2,M-2 Motorway,ROAD_CLOSURE,Pakistan
663,36.5039,72.7489,7.9,Peshawar Rd,ACCIDENT,Pakistan
664,33.0388,69.1104,5.7,Shahrah-e-Faisal,ROAD_CLOSURE,Pakistan
665,28.4878,74.9198,8.1,Mall Road,TRAFFIC_JAM,London
666,24.2774,67.1036,4.5,Shahrah-e-Faisal,TRAFFIC_JAM,London
667,33.4668,74.4189,6.7,Peshawar Rd,ROAD_WORKS,London
668,35.2004,67.6781,2.2,Shahrah-e-Faisal,TRAFFIC_JAM,Pakistan
669,29.3649,70.451,8.1,Shahrah-e-Faisal,TRAFFIC_JAM,Pakistan
670,33.6047,67.3093,6.8,M-2 Motorway,ACCIDENT,Pakistan
671,30.2086,74.8279,7.0,Peshawar Rd,ACCIDENT,Pakistan
672,32.7916,73.0904,3.9,GT Road,TRAFFIC_JAM,London
673,25.7162,70.7365,5.4,M-2 Motorway,TRAFFIC_JAM,London
674,32.6995,71.2091,5.6,M-2 Motorway,ROAD_CLOSURE,Pakistan
675,30.5209,74.7504,5.1,GT Road,ACCIDENT,London
676,27.5516,73.8296,1.4,Ring Road,ACCIDENT,Pakistan
677,26.4687,72.1266,8.3,Ring Road,ROAD_CLOSURE,London
678,33.2395,69.7922,6.1,Ring Road,TRAFFIC_JAM,London
679,33.6871,68.9756,9.1,M-2 Motorway,ACCIDENT,Pakistan
680,33.3669,72.9223,7.1,Ring Road,ACCIDENT,London
681,35.7285,67.8767,4.5,Mall Road,ROAD_CLOSURE,Pakistan
682,26.3746,70.4777,5.9,M-2 Motorway,ACCIDENT,London
683,32.1655,74.5096,8.4,M-2 Motorway,ROAD_CLOSURE,London
684,34.0517,67.9834,8.5,M-2 Motorway,TRAFFIC_JAM,London
685,34.4773,67.4002,5.1,Shahrah-e-Faisal,TRAFFIC_JAM,London
686,34.6959,69.2113,2.8,Shahrah-e-Faisal,ACCIDENT,Pakistan
687,30.3867,69.3403,6.4,Ring Road,ACCIDENT,Pakistan
688,27.5711,73.9387,3.6,Ring Road,ROAD_WORKS,London
689,28.8186,67.7292,6.2,GT Road,ROAD_WORKS,London
690,28.0935,71.6116,3.8,M-2 Motorway,ACCIDENT,London
691,35.9862,74.5119,7.9,GT Road,ACCIDENT,Pakistan
692,31.2479,72.8178,1.0,Shahrah-e-Faisal,ROAD_CLOSURE,Pakistan
693,24.3109,68.4627,1.9,GT Road,TRAFFIC_JAM,Pakistan
694,31.3475,72.8004,6.1,GT Road,ROAD_CLOSURE,Pakistan
695,26.0265,74.5599,3.3,Ring Road,TRAFFIC_JAM,Pakistan
696,24.7507,67.5806,7.1,Peshawar Rd,ROAD_WORKS,London
697,35.5868,69.0309,4.4,M-2 Motorway,ACCIDENT,London
698,29.4106,70.7455,2.5,Shahrah-e-Faisal,ROAD_CLOSURE,London
699,36.3499,70.3129,1.6,Shahrah-e-Faisal,TRAFFIC_JAM,London
700,24.9439,72.3939,2.0,M-2 Motorway,ACCIDENT,London
701,27.4683,74.7632,1.7,Mall Road,ROAD_CLOSURE,Pakistan
702,32.2411,70.6663,7.2,Peshawar Rd,ACCIDENT,Pakistan
703,35.4245,72.8555,9.6,Mall Road,TRAFFIC_JAM,London
704,29.4886,73.8063,6.0,M-2 Motorway,TRAFFIC_JAM,London
705,24.9257,68.0154,2.7,M-2 Motorway,TRAFFIC_JAM,Pakistan
706,31.7903,70.0658,7.0,Shahrah-e-Faisal,ROAD_WORKS,London
707,24.083,67.7251,5.7,M-2 Motorway,ACCIDENT,London
708,33.269,68.5283,5.2,Mall Road,ROAD_CLOSURE,Pakistan
709,26.9356,67.2836,1.7,Peshawar Rd,TRAFFIC_JAM,London
710,24.5531,67.4977,6.6,Ring Road,ACCIDENT,Pakistan
711,35.433,73.3077,1.5,M-2 Motorway,TRAFFIC_JAM,Pakistan
712,27.6179,67.0608,3.0,Peshawar Rd,ACCIDENT,Pakistan
713,32.4681,68.0266,9.7,Ring Road,TRAFFIC_JAM,Pakistan
714,32.9273,74.0962,3.1,Shahrah-e-Faisal,TRAFFIC_JAM,London
715,32.833,71.8802,8.4,Peshawar Rd,ACCIDENT,London
716,26.1453,67.7644,8.9,Peshawar Rd,ACCIDENT,London
717,33.8694,72.7635,7.6,GT Road,ACCIDENT,Pakistan
718,32.7199,71.3854,4.8,M-2 Motorway,TRAFFIC_JAM,London
719,36.1169,68.8683,3.9,GT Road,ROAD_WORKS,London
720,35.452,70.9113,3.3,M-2 Motorway,ROAD_CLOSURE,London
721,35.6892,73.2266,6.6,GT Road,ROAD_WORKS,London
722,29.6325,68.0424,3.8,GT Road,TRAFFIC_JAM,Pakistan
723,26.4234,73.9516,4.9,GT Road,ROAD_CLOSURE,Pakistan
724,24.8955,71.3617,9.4,Peshawar Rd,ACCIDENT,Pakistan
725,34.0156,72.7367,9.0,Mall Road,ACCIDENT,Pakistan
726,34.1618,72.1204,5.6,Shahrah-e-Faisal,TRAFFIC_JAM,Pakistan
727,25.9521,70.362,7.2,Ring Road,ROAD_WORKS,Pakistan
728,36.895,72.5768,9.0,Ring Road,ROAD_CLOSURE,London
729,34.5812,70.1424,2.0,Peshawar Rd,ROAD_CLOSURE,London
730,35.8768,73.5043,5.2,Ring Road,ROAD_CLOSURE,Pakistan
